collection_id,dataset_id,development_stage,disease,organism,raw_data_location,cell_type
1ca90a2d-2943-483d-b678-b809bf464c30,646e3e87-e46b-4b12-85b5-8d8589e26088,42-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,646e3e87-e46b-4b12-85b5-8d8589e26088,50-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,646e3e87-e46b-4b12-85b5-8d8589e26088,68-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,646e3e87-e46b-4b12-85b5-8d8589e26088,69-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,646e3e87-e46b-4b12-85b5-8d8589e26088,70-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,646e3e87-e46b-4b12-85b5-8d8589e26088,72-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,646e3e87-e46b-4b12-85b5-8d8589e26088,75-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,646e3e87-e46b-4b12-85b5-8d8589e26088,77-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,646e3e87-e46b-4b12-85b5-8d8589e26088,78-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,646e3e87-e46b-4b12-85b5-8d8589e26088,80 year-old and over human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,646e3e87-e46b-4b12-85b5-8d8589e26088,80-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,646e3e87-e46b-4b12-85b5-8d8589e26088,81-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,646e3e87-e46b-4b12-85b5-8d8589e26088,82-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,646e3e87-e46b-4b12-85b5-8d8589e26088,83-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,646e3e87-e46b-4b12-85b5-8d8589e26088,84-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,646e3e87-e46b-4b12-85b5-8d8589e26088,85-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,646e3e87-e46b-4b12-85b5-8d8589e26088,86-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,646e3e87-e46b-4b12-85b5-8d8589e26088,87-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,646e3e87-e46b-4b12-85b5-8d8589e26088,88-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,646e3e87-e46b-4b12-85b5-8d8589e26088,89-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,6437bc9c-16cb-46c8-8f79-9a7384a0212a,29-year-old human stage,dementia,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,6437bc9c-16cb-46c8-8f79-9a7384a0212a,42-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,6437bc9c-16cb-46c8-8f79-9a7384a0212a,50-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,6437bc9c-16cb-46c8-8f79-9a7384a0212a,68-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,6437bc9c-16cb-46c8-8f79-9a7384a0212a,69-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,6437bc9c-16cb-46c8-8f79-9a7384a0212a,70-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,6437bc9c-16cb-46c8-8f79-9a7384a0212a,72-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,6437bc9c-16cb-46c8-8f79-9a7384a0212a,75-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,6437bc9c-16cb-46c8-8f79-9a7384a0212a,77-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,6437bc9c-16cb-46c8-8f79-9a7384a0212a,78-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,6437bc9c-16cb-46c8-8f79-9a7384a0212a,80 year-old and over human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,6437bc9c-16cb-46c8-8f79-9a7384a0212a,80-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,6437bc9c-16cb-46c8-8f79-9a7384a0212a,81-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,6437bc9c-16cb-46c8-8f79-9a7384a0212a,82-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,6437bc9c-16cb-46c8-8f79-9a7384a0212a,83-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,6437bc9c-16cb-46c8-8f79-9a7384a0212a,84-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,6437bc9c-16cb-46c8-8f79-9a7384a0212a,85-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,6437bc9c-16cb-46c8-8f79-9a7384a0212a,86-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,6437bc9c-16cb-46c8-8f79-9a7384a0212a,87-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,6437bc9c-16cb-46c8-8f79-9a7384a0212a,88-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,6437bc9c-16cb-46c8-8f79-9a7384a0212a,89-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,605b89b1-c474-4180-8c0b-88afb5920991,29-year-old human stage,dementia,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,605b89b1-c474-4180-8c0b-88afb5920991,43-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,605b89b1-c474-4180-8c0b-88afb5920991,50-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,605b89b1-c474-4180-8c0b-88afb5920991,60-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,605b89b1-c474-4180-8c0b-88afb5920991,65-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,605b89b1-c474-4180-8c0b-88afb5920991,68-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,605b89b1-c474-4180-8c0b-88afb5920991,69-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,605b89b1-c474-4180-8c0b-88afb5920991,70-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,605b89b1-c474-4180-8c0b-88afb5920991,72-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,605b89b1-c474-4180-8c0b-88afb5920991,75-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,605b89b1-c474-4180-8c0b-88afb5920991,77-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,605b89b1-c474-4180-8c0b-88afb5920991,78-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,605b89b1-c474-4180-8c0b-88afb5920991,80 year-old and over human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,605b89b1-c474-4180-8c0b-88afb5920991,80-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,605b89b1-c474-4180-8c0b-88afb5920991,81-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,605b89b1-c474-4180-8c0b-88afb5920991,82-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,605b89b1-c474-4180-8c0b-88afb5920991,83-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,605b89b1-c474-4180-8c0b-88afb5920991,84-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,605b89b1-c474-4180-8c0b-88afb5920991,85-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,605b89b1-c474-4180-8c0b-88afb5920991,86-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,605b89b1-c474-4180-8c0b-88afb5920991,87-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,605b89b1-c474-4180-8c0b-88afb5920991,88-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,605b89b1-c474-4180-8c0b-88afb5920991,89-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,605b89b1-c474-4180-8c0b-88afb5920991,human adult stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,5ae6ab72-1927-4d5b-9826-86be65791293,29-year-old human stage,dementia,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,5ae6ab72-1927-4d5b-9826-86be65791293,50-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,5ae6ab72-1927-4d5b-9826-86be65791293,60-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,5ae6ab72-1927-4d5b-9826-86be65791293,65-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,5ae6ab72-1927-4d5b-9826-86be65791293,68-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,5ae6ab72-1927-4d5b-9826-86be65791293,69-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,5ae6ab72-1927-4d5b-9826-86be65791293,70-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,5ae6ab72-1927-4d5b-9826-86be65791293,72-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,5ae6ab72-1927-4d5b-9826-86be65791293,75-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,5ae6ab72-1927-4d5b-9826-86be65791293,77-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,5ae6ab72-1927-4d5b-9826-86be65791293,78-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,5ae6ab72-1927-4d5b-9826-86be65791293,80 year-old and over human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,5ae6ab72-1927-4d5b-9826-86be65791293,80-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,5ae6ab72-1927-4d5b-9826-86be65791293,81-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,5ae6ab72-1927-4d5b-9826-86be65791293,82-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,5ae6ab72-1927-4d5b-9826-86be65791293,83-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,5ae6ab72-1927-4d5b-9826-86be65791293,84-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,5ae6ab72-1927-4d5b-9826-86be65791293,85-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,5ae6ab72-1927-4d5b-9826-86be65791293,86-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,5ae6ab72-1927-4d5b-9826-86be65791293,87-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,5ae6ab72-1927-4d5b-9826-86be65791293,88-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,5ae6ab72-1927-4d5b-9826-86be65791293,89-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,5ae6ab72-1927-4d5b-9826-86be65791293,human adult stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,53bc5729-6202-4351-bc99-1f36139e9dc4,29-year-old human stage,dementia,Homo sapiens,raw.X,vip GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,53bc5729-6202-4351-bc99-1f36139e9dc4,42-year-old human stage,normal,Homo sapiens,raw.X,vip GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,53bc5729-6202-4351-bc99-1f36139e9dc4,50-year-old human stage,normal,Homo sapiens,raw.X,vip GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,53bc5729-6202-4351-bc99-1f36139e9dc4,68-year-old human stage,normal,Homo sapiens,raw.X,vip GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,53bc5729-6202-4351-bc99-1f36139e9dc4,69-year-old human stage,normal,Homo sapiens,raw.X,vip GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,53bc5729-6202-4351-bc99-1f36139e9dc4,70-year-old human stage,normal,Homo sapiens,raw.X,vip GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,53bc5729-6202-4351-bc99-1f36139e9dc4,72-year-old human stage,normal,Homo sapiens,raw.X,vip GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,53bc5729-6202-4351-bc99-1f36139e9dc4,75-year-old human stage,normal,Homo sapiens,raw.X,vip GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,53bc5729-6202-4351-bc99-1f36139e9dc4,77-year-old human stage,normal,Homo sapiens,raw.X,vip GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,53bc5729-6202-4351-bc99-1f36139e9dc4,78-year-old human stage,normal,Homo sapiens,raw.X,vip GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,53bc5729-6202-4351-bc99-1f36139e9dc4,80 year-old and over human stage,normal,Homo sapiens,raw.X,vip GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,53bc5729-6202-4351-bc99-1f36139e9dc4,80-year-old human stage,normal,Homo sapiens,raw.X,vip GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,53bc5729-6202-4351-bc99-1f36139e9dc4,81-year-old human stage,normal,Homo sapiens,raw.X,vip GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,53bc5729-6202-4351-bc99-1f36139e9dc4,82-year-old human stage,normal,Homo sapiens,raw.X,vip GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,53bc5729-6202-4351-bc99-1f36139e9dc4,83-year-old human stage,normal,Homo sapiens,raw.X,vip GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,53bc5729-6202-4351-bc99-1f36139e9dc4,84-year-old human stage,normal,Homo sapiens,raw.X,vip GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,53bc5729-6202-4351-bc99-1f36139e9dc4,85-year-old human stage,normal,Homo sapiens,raw.X,vip GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,53bc5729-6202-4351-bc99-1f36139e9dc4,86-year-old human stage,normal,Homo sapiens,raw.X,vip GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,53bc5729-6202-4351-bc99-1f36139e9dc4,87-year-old human stage,normal,Homo sapiens,raw.X,vip GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,53bc5729-6202-4351-bc99-1f36139e9dc4,88-year-old human stage,normal,Homo sapiens,raw.X,vip GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,53bc5729-6202-4351-bc99-1f36139e9dc4,89-year-old human stage,normal,Homo sapiens,raw.X,vip GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,44c83972-e5d2-4858-ac58-2df9f4bf564b,29-year-old human stage,dementia,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,44c83972-e5d2-4858-ac58-2df9f4bf564b,42-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,44c83972-e5d2-4858-ac58-2df9f4bf564b,50-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,44c83972-e5d2-4858-ac58-2df9f4bf564b,68-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,44c83972-e5d2-4858-ac58-2df9f4bf564b,69-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,44c83972-e5d2-4858-ac58-2df9f4bf564b,70-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,44c83972-e5d2-4858-ac58-2df9f4bf564b,72-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,44c83972-e5d2-4858-ac58-2df9f4bf564b,75-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,44c83972-e5d2-4858-ac58-2df9f4bf564b,77-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,44c83972-e5d2-4858-ac58-2df9f4bf564b,78-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,44c83972-e5d2-4858-ac58-2df9f4bf564b,80 year-old and over human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,44c83972-e5d2-4858-ac58-2df9f4bf564b,80-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,44c83972-e5d2-4858-ac58-2df9f4bf564b,81-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,44c83972-e5d2-4858-ac58-2df9f4bf564b,82-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,44c83972-e5d2-4858-ac58-2df9f4bf564b,83-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,44c83972-e5d2-4858-ac58-2df9f4bf564b,84-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,44c83972-e5d2-4858-ac58-2df9f4bf564b,85-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,44c83972-e5d2-4858-ac58-2df9f4bf564b,86-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,44c83972-e5d2-4858-ac58-2df9f4bf564b,87-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,44c83972-e5d2-4858-ac58-2df9f4bf564b,88-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,44c83972-e5d2-4858-ac58-2df9f4bf564b,89-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,1c9f5c6b-73da-4d17-95de-df080ffe0df1,29-year-old human stage,dementia,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,1c9f5c6b-73da-4d17-95de-df080ffe0df1,42-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,1c9f5c6b-73da-4d17-95de-df080ffe0df1,50-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,1c9f5c6b-73da-4d17-95de-df080ffe0df1,68-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,1c9f5c6b-73da-4d17-95de-df080ffe0df1,69-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,1c9f5c6b-73da-4d17-95de-df080ffe0df1,70-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,1c9f5c6b-73da-4d17-95de-df080ffe0df1,72-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
