collection_id,dataset_id,dataset_version_id,development_stage,disease,organism,raw_data_location,cell_type
283d65eb-dd53-496d-adb7-7570c7caa443,f32c2c13-bb1a-4ffd-a457-60b64ecfa4cb,209fa352-40c5-49d4-b829-29847390ad1c,60-year-old human stage,normal,Homo sapiens,X,oligodendrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,f32c2c13-bb1a-4ffd-a457-60b64ecfa4cb,209fa352-40c5-49d4-b829-29847390ad1c,60-year-old human stage,normal,Homo sapiens,X,oligodendrocyte precursor cell
283d65eb-dd53-496d-adb7-7570c7caa443,f32c2c13-bb1a-4ffd-a457-60b64ecfa4cb,209fa352-40c5-49d4-b829-29847390ad1c,60-year-old human stage,normal,Homo sapiens,X,pericyte
283d65eb-dd53-496d-adb7-7570c7caa443,f32c2c13-bb1a-4ffd-a457-60b64ecfa4cb,209fa352-40c5-49d4-b829-29847390ad1c,60-year-old human stage,normal,Homo sapiens,X,vascular associated smooth muscle cell
283d65eb-dd53-496d-adb7-7570c7caa443,f20f44ef-a0d4-4d94-87de-037fd47141f0,6bc24359-f3f3-4dc3-a143-382bd3221f68,42-year-old human stage,normal,Homo sapiens,X,astrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,f20f44ef-a0d4-4d94-87de-037fd47141f0,6bc24359-f3f3-4dc3-a143-382bd3221f68,42-year-old human stage,normal,Homo sapiens,X,central nervous system macrophage
283d65eb-dd53-496d-adb7-7570c7caa443,f20f44ef-a0d4-4d94-87de-037fd47141f0,6bc24359-f3f3-4dc3-a143-382bd3221f68,42-year-old human stage,normal,Homo sapiens,X,choroid plexus epithelial cell
283d65eb-dd53-496d-adb7-7570c7caa443,f20f44ef-a0d4-4d94-87de-037fd47141f0,6bc24359-f3f3-4dc3-a143-382bd3221f68,42-year-old human stage,normal,Homo sapiens,X,endothelial cell
283d65eb-dd53-496d-adb7-7570c7caa443,f20f44ef-a0d4-4d94-87de-037fd47141f0,6bc24359-f3f3-4dc3-a143-382bd3221f68,42-year-old human stage,normal,Homo sapiens,X,ependymal cell
283d65eb-dd53-496d-adb7-7570c7caa443,f20f44ef-a0d4-4d94-87de-037fd47141f0,6bc24359-f3f3-4dc3-a143-382bd3221f68,42-year-old human stage,normal,Homo sapiens,X,fibroblast
283d65eb-dd53-496d-adb7-7570c7caa443,f20f44ef-a0d4-4d94-87de-037fd47141f0,6bc24359-f3f3-4dc3-a143-382bd3221f68,42-year-old human stage,normal,Homo sapiens,X,leukocyte
283d65eb-dd53-496d-adb7-7570c7caa443,f20f44ef-a0d4-4d94-87de-037fd47141f0,6bc24359-f3f3-4dc3-a143-382bd3221f68,42-year-old human stage,normal,Homo sapiens,X,neuron
283d65eb-dd53-496d-adb7-7570c7caa443,f20f44ef-a0d4-4d94-87de-037fd47141f0,6bc24359-f3f3-4dc3-a143-382bd3221f68,42-year-old human stage,normal,Homo sapiens,X,oligodendrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,f20f44ef-a0d4-4d94-87de-037fd47141f0,6bc24359-f3f3-4dc3-a143-382bd3221f68,42-year-old human stage,normal,Homo sapiens,X,oligodendrocyte precursor cell
283d65eb-dd53-496d-adb7-7570c7caa443,f20f44ef-a0d4-4d94-87de-037fd47141f0,6bc24359-f3f3-4dc3-a143-382bd3221f68,42-year-old human stage,normal,Homo sapiens,X,pericyte
283d65eb-dd53-496d-adb7-7570c7caa443,f16f4108-7873-4035-9989-3748da1a7ff1,98ec22fd-c595-4d77-b7b2-94f0cecd6024,29-year-old human stage,normal,Homo sapiens,X,oligodendrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,f16f4108-7873-4035-9989-3748da1a7ff1,98ec22fd-c595-4d77-b7b2-94f0cecd6024,42-year-old human stage,normal,Homo sapiens,X,oligodendrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,f16f4108-7873-4035-9989-3748da1a7ff1,98ec22fd-c595-4d77-b7b2-94f0cecd6024,50-year-old human stage,normal,Homo sapiens,X,oligodendrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,f16f4108-7873-4035-9989-3748da1a7ff1,98ec22fd-c595-4d77-b7b2-94f0cecd6024,60-year-old human stage,normal,Homo sapiens,X,oligodendrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,ed33c203-233a-476a-a56b-28da945fdd32,ce9248fa-2ae2-41f6-ade7-f944b63129da,29-year-old human stage,normal,Homo sapiens,X,astrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,ed33c203-233a-476a-a56b-28da945fdd32,ce9248fa-2ae2-41f6-ade7-f944b63129da,42-year-old human stage,normal,Homo sapiens,X,central nervous system macrophage
283d65eb-dd53-496d-adb7-7570c7caa443,ed33c203-233a-476a-a56b-28da945fdd32,ce9248fa-2ae2-41f6-ade7-f944b63129da,50-year-old human stage,normal,Homo sapiens,X,endothelial cell
283d65eb-dd53-496d-adb7-7570c7caa443,ed33c203-233a-476a-a56b-28da945fdd32,ce9248fa-2ae2-41f6-ade7-f944b63129da,50-year-old human stage,normal,Homo sapiens,X,fibroblast
283d65eb-dd53-496d-adb7-7570c7caa443,ed33c203-233a-476a-a56b-28da945fdd32,ce9248fa-2ae2-41f6-ade7-f944b63129da,50-year-old human stage,normal,Homo sapiens,X,leukocyte
283d65eb-dd53-496d-adb7-7570c7caa443,ed33c203-233a-476a-a56b-28da945fdd32,ce9248fa-2ae2-41f6-ade7-f944b63129da,50-year-old human stage,normal,Homo sapiens,X,neuron
283d65eb-dd53-496d-adb7-7570c7caa443,ed33c203-233a-476a-a56b-28da945fdd32,ce9248fa-2ae2-41f6-ade7-f944b63129da,50-year-old human stage,normal,Homo sapiens,X,oligodendrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,ed33c203-233a-476a-a56b-28da945fdd32,ce9248fa-2ae2-41f6-ade7-f944b63129da,50-year-old human stage,normal,Homo sapiens,X,oligodendrocyte precursor cell
283d65eb-dd53-496d-adb7-7570c7caa443,ed33c203-233a-476a-a56b-28da945fdd32,ce9248fa-2ae2-41f6-ade7-f944b63129da,50-year-old human stage,normal,Homo sapiens,X,pericyte
283d65eb-dd53-496d-adb7-7570c7caa443,ed33c203-233a-476a-a56b-28da945fdd32,ce9248fa-2ae2-41f6-ade7-f944b63129da,50-year-old human stage,normal,Homo sapiens,X,vascular associated smooth muscle cell
283d65eb-dd53-496d-adb7-7570c7caa443,ed11cc3e-2947-407c-883c-c53b043917c3,45cb584c-1955-49d1-81af-1d4218fa2702,50-year-old human stage,normal,Homo sapiens,X,astrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,ed11cc3e-2947-407c-883c-c53b043917c3,45cb584c-1955-49d1-81af-1d4218fa2702,50-year-old human stage,normal,Homo sapiens,X,central nervous system macrophage
283d65eb-dd53-496d-adb7-7570c7caa443,ed11cc3e-2947-407c-883c-c53b043917c3,45cb584c-1955-49d1-81af-1d4218fa2702,50-year-old human stage,normal,Homo sapiens,X,endothelial cell
283d65eb-dd53-496d-adb7-7570c7caa443,ed11cc3e-2947-407c-883c-c53b043917c3,45cb584c-1955-49d1-81af-1d4218fa2702,50-year-old human stage,normal,Homo sapiens,X,ependymal cell
283d65eb-dd53-496d-adb7-7570c7caa443,ed11cc3e-2947-407c-883c-c53b043917c3,45cb584c-1955-49d1-81af-1d4218fa2702,50-year-old human stage,normal,Homo sapiens,X,fibroblast
283d65eb-dd53-496d-adb7-7570c7caa443,ed11cc3e-2947-407c-883c-c53b043917c3,45cb584c-1955-49d1-81af-1d4218fa2702,50-year-old human stage,normal,Homo sapiens,X,leukocyte
283d65eb-dd53-496d-adb7-7570c7caa443,ed11cc3e-2947-407c-883c-c53b043917c3,45cb584c-1955-49d1-81af-1d4218fa2702,50-year-old human stage,normal,Homo sapiens,X,neuron
283d65eb-dd53-496d-adb7-7570c7caa443,ed11cc3e-2947-407c-883c-c53b043917c3,45cb584c-1955-49d1-81af-1d4218fa2702,50-year-old human stage,normal,Homo sapiens,X,oligodendrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,ed11cc3e-2947-407c-883c-c53b043917c3,45cb584c-1955-49d1-81af-1d4218fa2702,50-year-old human stage,normal,Homo sapiens,X,oligodendrocyte precursor cell
283d65eb-dd53-496d-adb7-7570c7caa443,ed11cc3e-2947-407c-883c-c53b043917c3,45cb584c-1955-49d1-81af-1d4218fa2702,50-year-old human stage,normal,Homo sapiens,X,pericyte
283d65eb-dd53-496d-adb7-7570c7caa443,ed11cc3e-2947-407c-883c-c53b043917c3,45cb584c-1955-49d1-81af-1d4218fa2702,50-year-old human stage,normal,Homo sapiens,X,vascular associated smooth muscle cell
283d65eb-dd53-496d-adb7-7570c7caa443,ecd9230d-c571-4dab-abd3-8b54c74833f0,1f69d55b-4696-4b06-8447-e9050bf182a5,29-year-old human stage,normal,Homo sapiens,X,Bergmann glial cell
283d65eb-dd53-496d-adb7-7570c7caa443,ecd9230d-c571-4dab-abd3-8b54c74833f0,1f69d55b-4696-4b06-8447-e9050bf182a5,42-year-old human stage,normal,Homo sapiens,X,astrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,ecd9230d-c571-4dab-abd3-8b54c74833f0,1f69d55b-4696-4b06-8447-e9050bf182a5,50-year-old human stage,normal,Homo sapiens,X,central nervous system macrophage
283d65eb-dd53-496d-adb7-7570c7caa443,ecd9230d-c571-4dab-abd3-8b54c74833f0,1f69d55b-4696-4b06-8447-e9050bf182a5,50-year-old human stage,normal,Homo sapiens,X,choroid plexus epithelial cell
283d65eb-dd53-496d-adb7-7570c7caa443,ecd9230d-c571-4dab-abd3-8b54c74833f0,1f69d55b-4696-4b06-8447-e9050bf182a5,50-year-old human stage,normal,Homo sapiens,X,endothelial cell
283d65eb-dd53-496d-adb7-7570c7caa443,ecd9230d-c571-4dab-abd3-8b54c74833f0,1f69d55b-4696-4b06-8447-e9050bf182a5,50-year-old human stage,normal,Homo sapiens,X,ependymal cell
283d65eb-dd53-496d-adb7-7570c7caa443,ecd9230d-c571-4dab-abd3-8b54c74833f0,1f69d55b-4696-4b06-8447-e9050bf182a5,50-year-old human stage,normal,Homo sapiens,X,fibroblast
283d65eb-dd53-496d-adb7-7570c7caa443,ecd9230d-c571-4dab-abd3-8b54c74833f0,1f69d55b-4696-4b06-8447-e9050bf182a5,50-year-old human stage,normal,Homo sapiens,X,leukocyte
283d65eb-dd53-496d-adb7-7570c7caa443,ecd9230d-c571-4dab-abd3-8b54c74833f0,1f69d55b-4696-4b06-8447-e9050bf182a5,50-year-old human stage,normal,Homo sapiens,X,neuron
283d65eb-dd53-496d-adb7-7570c7caa443,ecd9230d-c571-4dab-abd3-8b54c74833f0,1f69d55b-4696-4b06-8447-e9050bf182a5,50-year-old human stage,normal,Homo sapiens,X,oligodendrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,ecd9230d-c571-4dab-abd3-8b54c74833f0,1f69d55b-4696-4b06-8447-e9050bf182a5,50-year-old human stage,normal,Homo sapiens,X,oligodendrocyte precursor cell
283d65eb-dd53-496d-adb7-7570c7caa443,ecd9230d-c571-4dab-abd3-8b54c74833f0,1f69d55b-4696-4b06-8447-e9050bf182a5,50-year-old human stage,normal,Homo sapiens,X,pericyte
283d65eb-dd53-496d-adb7-7570c7caa443,ecd9230d-c571-4dab-abd3-8b54c74833f0,1f69d55b-4696-4b06-8447-e9050bf182a5,50-year-old human stage,normal,Homo sapiens,X,vascular associated smooth muscle cell
283d65eb-dd53-496d-adb7-7570c7caa443,e8681d74-ac9e-4be5-be14-1cf1bbd54dd7,b38bebb9-64ee-4753-9fb4-1775c0fe4d39,29-year-old human stage,normal,Homo sapiens,X,astrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,e8681d74-ac9e-4be5-be14-1cf1bbd54dd7,b38bebb9-64ee-4753-9fb4-1775c0fe4d39,42-year-old human stage,normal,Homo sapiens,X,central nervous system macrophage
283d65eb-dd53-496d-adb7-7570c7caa443,e8681d74-ac9e-4be5-be14-1cf1bbd54dd7,b38bebb9-64ee-4753-9fb4-1775c0fe4d39,50-year-old human stage,normal,Homo sapiens,X,choroid plexus epithelial cell
283d65eb-dd53-496d-adb7-7570c7caa443,e8681d74-ac9e-4be5-be14-1cf1bbd54dd7,b38bebb9-64ee-4753-9fb4-1775c0fe4d39,50-year-old human stage,normal,Homo sapiens,X,endothelial cell
283d65eb-dd53-496d-adb7-7570c7caa443,e8681d74-ac9e-4be5-be14-1cf1bbd54dd7,b38bebb9-64ee-4753-9fb4-1775c0fe4d39,50-year-old human stage,normal,Homo sapiens,X,ependymal cell
283d65eb-dd53-496d-adb7-7570c7caa443,e8681d74-ac9e-4be5-be14-1cf1bbd54dd7,b38bebb9-64ee-4753-9fb4-1775c0fe4d39,50-year-old human stage,normal,Homo sapiens,X,fibroblast
283d65eb-dd53-496d-adb7-7570c7caa443,e8681d74-ac9e-4be5-be14-1cf1bbd54dd7,b38bebb9-64ee-4753-9fb4-1775c0fe4d39,50-year-old human stage,normal,Homo sapiens,X,leukocyte
283d65eb-dd53-496d-adb7-7570c7caa443,e8681d74-ac9e-4be5-be14-1cf1bbd54dd7,b38bebb9-64ee-4753-9fb4-1775c0fe4d39,50-year-old human stage,normal,Homo sapiens,X,neuron
283d65eb-dd53-496d-adb7-7570c7caa443,e8681d74-ac9e-4be5-be14-1cf1bbd54dd7,b38bebb9-64ee-4753-9fb4-1775c0fe4d39,50-year-old human stage,normal,Homo sapiens,X,oligodendrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,e8681d74-ac9e-4be5-be14-1cf1bbd54dd7,b38bebb9-64ee-4753-9fb4-1775c0fe4d39,50-year-old human stage,normal,Homo sapiens,X,oligodendrocyte precursor cell
283d65eb-dd53-496d-adb7-7570c7caa443,e8681d74-ac9e-4be5-be14-1cf1bbd54dd7,b38bebb9-64ee-4753-9fb4-1775c0fe4d39,50-year-old human stage,normal,Homo sapiens,X,pericyte
283d65eb-dd53-496d-adb7-7570c7caa443,e8681d74-ac9e-4be5-be14-1cf1bbd54dd7,b38bebb9-64ee-4753-9fb4-1775c0fe4d39,50-year-old human stage,normal,Homo sapiens,X,vascular associated smooth muscle cell
283d65eb-dd53-496d-adb7-7570c7caa443,e6b2ce27-681b-4409-a053-2681875936e5,d02e73f6-ecd2-4fa1-943d-001a8abc354e,29-year-old human stage,normal,Homo sapiens,X,neuron
283d65eb-dd53-496d-adb7-7570c7caa443,e6b2ce27-681b-4409-a053-2681875936e5,d02e73f6-ecd2-4fa1-943d-001a8abc354e,42-year-old human stage,normal,Homo sapiens,X,neuron
283d65eb-dd53-496d-adb7-7570c7caa443,e6b2ce27-681b-4409-a053-2681875936e5,d02e73f6-ecd2-4fa1-943d-001a8abc354e,50-year-old human stage,normal,Homo sapiens,X,neuron
283d65eb-dd53-496d-adb7-7570c7caa443,e6b2ce27-681b-4409-a053-2681875936e5,d02e73f6-ecd2-4fa1-943d-001a8abc354e,60-year-old human stage,normal,Homo sapiens,X,neuron
283d65eb-dd53-496d-adb7-7570c7caa443,e5b1115b-a486-49bb-bda3-8261822836e0,c2ee7d72-0887-4abe-8090-5e70e930b2e6,29-year-old human stage,normal,Homo sapiens,X,astrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,e5b1115b-a486-49bb-bda3-8261822836e0,c2ee7d72-0887-4abe-8090-5e70e930b2e6,42-year-old human stage,normal,Homo sapiens,X,central nervous system macrophage
283d65eb-dd53-496d-adb7-7570c7caa443,e5b1115b-a486-49bb-bda3-8261822836e0,c2ee7d72-0887-4abe-8090-5e70e930b2e6,50-year-old human stage,normal,Homo sapiens,X,endothelial cell
283d65eb-dd53-496d-adb7-7570c7caa443,e5b1115b-a486-49bb-bda3-8261822836e0,c2ee7d72-0887-4abe-8090-5e70e930b2e6,50-year-old human stage,normal,Homo sapiens,X,fibroblast
283d65eb-dd53-496d-adb7-7570c7caa443,e5b1115b-a486-49bb-bda3-8261822836e0,c2ee7d72-0887-4abe-8090-5e70e930b2e6,50-year-old human stage,normal,Homo sapiens,X,leukocyte
283d65eb-dd53-496d-adb7-7570c7caa443,e5b1115b-a486-49bb-bda3-8261822836e0,c2ee7d72-0887-4abe-8090-5e70e930b2e6,50-year-old human stage,normal,Homo sapiens,X,neuron
283d65eb-dd53-496d-adb7-7570c7caa443,e5b1115b-a486-49bb-bda3-8261822836e0,c2ee7d72-0887-4abe-8090-5e70e930b2e6,50-year-old human stage,normal,Homo sapiens,X,oligodendrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,e5b1115b-a486-49bb-bda3-8261822836e0,c2ee7d72-0887-4abe-8090-5e70e930b2e6,50-year-old human stage,normal,Homo sapiens,X,oligodendrocyte precursor cell
283d65eb-dd53-496d-adb7-7570c7caa443,e5b1115b-a486-49bb-bda3-8261822836e0,c2ee7d72-0887-4abe-8090-5e70e930b2e6,50-year-old human stage,normal,Homo sapiens,X,pericyte
283d65eb-dd53-496d-adb7-7570c7caa443,e5b1115b-a486-49bb-bda3-8261822836e0,c2ee7d72-0887-4abe-8090-5e70e930b2e6,50-year-old human stage,normal,Homo sapiens,X,vascular associated smooth muscle cell
283d65eb-dd53-496d-adb7-7570c7caa443,e4710a02-8abc-48d5-a3e8-9ae7e9d79bdb,823a7b4a-c575-4fee-b4c2-e1b984613c1b,29-year-old human stage,normal,Homo sapiens,X,neuron
283d65eb-dd53-496d-adb7-7570c7caa443,e4710a02-8abc-48d5-a3e8-9ae7e9d79bdb,823a7b4a-c575-4fee-b4c2-e1b984613c1b,42-year-old human stage,normal,Homo sapiens,X,neuron
283d65eb-dd53-496d-adb7-7570c7caa443,e4710a02-8abc-48d5-a3e8-9ae7e9d79bdb,823a7b4a-c575-4fee-b4c2-e1b984613c1b,50-year-old human stage,normal,Homo sapiens,X,neuron
283d65eb-dd53-496d-adb7-7570c7caa443,e4710a02-8abc-48d5-a3e8-9ae7e9d79bdb,823a7b4a-c575-4fee-b4c2-e1b984613c1b,60-year-old human stage,normal,Homo sapiens,X,neuron
283d65eb-dd53-496d-adb7-7570c7caa443,e1f595f6-ba2c-495e-9bee-7056f116b1e4,124525f6-54f4-46b9-ab3c-da64a9d2aeb5,29-year-old human stage,normal,Homo sapiens,X,astrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,e1f595f6-ba2c-495e-9bee-7056f116b1e4,124525f6-54f4-46b9-ab3c-da64a9d2aeb5,42-year-old human stage,normal,Homo sapiens,X,central nervous system macrophage
283d65eb-dd53-496d-adb7-7570c7caa443,e1f595f6-ba2c-495e-9bee-7056f116b1e4,124525f6-54f4-46b9-ab3c-da64a9d2aeb5,50-year-old human stage,normal,Homo sapiens,X,endothelial cell
283d65eb-dd53-496d-adb7-7570c7caa443,e1f595f6-ba2c-495e-9bee-7056f116b1e4,124525f6-54f4-46b9-ab3c-da64a9d2aeb5,50-year-old human stage,normal,Homo sapiens,X,fibroblast
283d65eb-dd53-496d-adb7-7570c7caa443,e1f595f6-ba2c-495e-9bee-7056f116b1e4,124525f6-54f4-46b9-ab3c-da64a9d2aeb5,50-year-old human stage,normal,Homo sapiens,X,leukocyte
283d65eb-dd53-496d-adb7-7570c7caa443,e1f595f6-ba2c-495e-9bee-7056f116b1e4,124525f6-54f4-46b9-ab3c-da64a9d2aeb5,50-year-old human stage,normal,Homo sapiens,X,neuron
283d65eb-dd53-496d-adb7-7570c7caa443,e1f595f6-ba2c-495e-9bee-7056f116b1e4,124525f6-54f4-46b9-ab3c-da64a9d2aeb5,50-year-old human stage,normal,Homo sapiens,X,oligodendrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,e1f595f6-ba2c-495e-9bee-7056f116b1e4,124525f6-54f4-46b9-ab3c-da64a9d2aeb5,50-year-old human stage,normal,Homo sapiens,X,oligodendrocyte precursor cell
283d65eb-dd53-496d-adb7-7570c7caa443,e1f595f6-ba2c-495e-9bee-7056f116b1e4,124525f6-54f4-46b9-ab3c-da64a9d2aeb5,50-year-old human stage,normal,Homo sapiens,X,pericyte
283d65eb-dd53-496d-adb7-7570c7caa443,e1f595f6-ba2c-495e-9bee-7056f116b1e4,124525f6-54f4-46b9-ab3c-da64a9d2aeb5,50-year-old human stage,normal,Homo sapiens,X,vascular associated smooth muscle cell
283d65eb-dd53-496d-adb7-7570c7caa443,dd03ce70-3243-4c96-9561-330cc461e4d7,3f97d428-0199-4f2c-9b7f-86bced96e5e3,29-year-old human stage,normal,Homo sapiens,X,astrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,dd03ce70-3243-4c96-9561-330cc461e4d7,3f97d428-0199-4f2c-9b7f-86bced96e5e3,42-year-old human stage,normal,Homo sapiens,X,central nervous system macrophage
283d65eb-dd53-496d-adb7-7570c7caa443,dd03ce70-3243-4c96-9561-330cc461e4d7,3f97d428-0199-4f2c-9b7f-86bced96e5e3,50-year-old human stage,normal,Homo sapiens,X,endothelial cell
283d65eb-dd53-496d-adb7-7570c7caa443,dd03ce70-3243-4c96-9561-330cc461e4d7,3f97d428-0199-4f2c-9b7f-86bced96e5e3,50-year-old human stage,normal,Homo sapiens,X,fibroblast
283d65eb-dd53-496d-adb7-7570c7caa443,dd03ce70-3243-4c96-9561-330cc461e4d7,3f97d428-0199-4f2c-9b7f-86bced96e5e3,50-year-old human stage,normal,Homo sapiens,X,leukocyte
283d65eb-dd53-496d-adb7-7570c7caa443,dd03ce70-3243-4c96-9561-330cc461e4d7,3f97d428-0199-4f2c-9b7f-86bced96e5e3,50-year-old human stage,normal,Homo sapiens,X,neuron
283d65eb-dd53-496d-adb7-7570c7caa443,dd03ce70-3243-4c96-9561-330cc461e4d7,3f97d428-0199-4f2c-9b7f-86bced96e5e3,50-year-old human stage,normal,Homo sapiens,X,oligodendrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,dd03ce70-3243-4c96-9561-330cc461e4d7,3f97d428-0199-4f2c-9b7f-86bced96e5e3,50-year-old human stage,normal,Homo sapiens,X,oligodendrocyte precursor cell
283d65eb-dd53-496d-adb7-7570c7caa443,dd03ce70-3243-4c96-9561-330cc461e4d7,3f97d428-0199-4f2c-9b7f-86bced96e5e3,50-year-old human stage,normal,Homo sapiens,X,pericyte
283d65eb-dd53-496d-adb7-7570c7caa443,dd03ce70-3243-4c96-9561-330cc461e4d7,3f97d428-0199-4f2c-9b7f-86bced96e5e3,50-year-old human stage,normal,Homo sapiens,X,vascular associated smooth muscle cell
283d65eb-dd53-496d-adb7-7570c7caa443,db1d2c1b-2ee1-45d5-9d53-69a327cd77e6,8f513d63-f891-4022-a9e5-687bb1767050,29-year-old human stage,normal,Homo sapiens,X,astrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,db1d2c1b-2ee1-45d5-9d53-69a327cd77e6,8f513d63-f891-4022-a9e5-687bb1767050,42-year-old human stage,normal,Homo sapiens,X,central nervous system macrophage
283d65eb-dd53-496d-adb7-7570c7caa443,db1d2c1b-2ee1-45d5-9d53-69a327cd77e6,8f513d63-f891-4022-a9e5-687bb1767050,50-year-old human stage,normal,Homo sapiens,X,endothelial cell
283d65eb-dd53-496d-adb7-7570c7caa443,db1d2c1b-2ee1-45d5-9d53-69a327cd77e6,8f513d63-f891-4022-a9e5-687bb1767050,50-year-old human stage,normal,Homo sapiens,X,fibroblast
283d65eb-dd53-496d-adb7-7570c7caa443,db1d2c1b-2ee1-45d5-9d53-69a327cd77e6,8f513d63-f891-4022-a9e5-687bb1767050,50-year-old human stage,normal,Homo sapiens,X,leukocyte
283d65eb-dd53-496d-adb7-7570c7caa443,db1d2c1b-2ee1-45d5-9d53-69a327cd77e6,8f513d63-f891-4022-a9e5-687bb1767050,50-year-old human stage,normal,Homo sapiens,X,neuron
283d65eb-dd53-496d-adb7-7570c7caa443,db1d2c1b-2ee1-45d5-9d53-69a327cd77e6,8f513d63-f891-4022-a9e5-687bb1767050,50-year-old human stage,normal,Homo sapiens,X,oligodendrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,db1d2c1b-2ee1-45d5-9d53-69a327cd77e6,8f513d63-f891-4022-a9e5-687bb1767050,50-year-old human stage,normal,Homo sapiens,X,oligodendrocyte precursor cell
283d65eb-dd53-496d-adb7-7570c7caa443,db1d2c1b-2ee1-45d5-9d53-69a327cd77e6,8f513d63-f891-4022-a9e5-687bb1767050,50-year-old human stage,normal,Homo sapiens,X,pericyte
283d65eb-dd53-496d-adb7-7570c7caa443,db1d2c1b-2ee1-45d5-9d53-69a327cd77e6,8f513d63-f891-4022-a9e5-687bb1767050,50-year-old human stage,normal,Homo sapiens,X,vascular associated smooth muscle cell
283d65eb-dd53-496d-adb7-7570c7caa443,d6a5b240-cc8f-45c1-ad36-2fc291e15e8e,eba1a173-66c7-41a9-adfa-067d083a8861,29-year-old human stage,normal,Homo sapiens,X,astrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,d6a5b240-cc8f-45c1-ad36-2fc291e15e8e,eba1a173-66c7-41a9-adfa-067d083a8861,42-year-old human stage,normal,Homo sapiens,X,central nervous system macrophage
283d65eb-dd53-496d-adb7-7570c7caa443,d6a5b240-cc8f-45c1-ad36-2fc291e15e8e,eba1a173-66c7-41a9-adfa-067d083a8861,42-year-old human stage,normal,Homo sapiens,X,endothelial cell
283d65eb-dd53-496d-adb7-7570c7caa443,d6a5b240-cc8f-45c1-ad36-2fc291e15e8e,eba1a173-66c7-41a9-adfa-067d083a8861,42-year-old human stage,normal,Homo sapiens,X,ependymal cell
283d65eb-dd53-496d-adb7-7570c7caa443,d6a5b240-cc8f-45c1-ad36-2fc291e15e8e,eba1a173-66c7-41a9-adfa-067d083a8861,42-year-old human stage,normal,Homo sapiens,X,fibroblast
283d65eb-dd53-496d-adb7-7570c7caa443,d6a5b240-cc8f-45c1-ad36-2fc291e15e8e,eba1a173-66c7-41a9-adfa-067d083a8861,42-year-old human stage,normal,Homo sapiens,X,leukocyte
283d65eb-dd53-496d-adb7-7570c7caa443,d6a5b240-cc8f-45c1-ad36-2fc291e15e8e,eba1a173-66c7-41a9-adfa-067d083a8861,42-year-old human stage,normal,Homo sapiens,X,neuron
283d65eb-dd53-496d-adb7-7570c7caa443,d6a5b240-cc8f-45c1-ad36-2fc291e15e8e,eba1a173-66c7-41a9-adfa-067d083a8861,42-year-old human stage,normal,Homo sapiens,X,oligodendrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,d6a5b240-cc8f-45c1-ad36-2fc291e15e8e,eba1a173-66c7-41a9-adfa-067d083a8861,42-year-old human stage,normal,Homo sapiens,X,oligodendrocyte precursor cell
283d65eb-dd53-496d-adb7-7570c7caa443,d6a5b240-cc8f-45c1-ad36-2fc291e15e8e,eba1a173-66c7-41a9-adfa-067d083a8861,42-year-old human stage,normal,Homo sapiens,X,pericyte
283d65eb-dd53-496d-adb7-7570c7caa443,d6a5b240-cc8f-45c1-ad36-2fc291e15e8e,eba1a173-66c7-41a9-adfa-067d083a8861,42-year-old human stage,normal,Homo sapiens,X,vascular associated smooth muscle cell
283d65eb-dd53-496d-adb7-7570c7caa443,d582f63a-3c88-4e38-8cd3-8682dbe40f64,00724105-4ab6-4e0f-abf9-33825f3b2206,29-year-old human stage,normal,Homo sapiens,X,astrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,d582f63a-3c88-4e38-8cd3-8682dbe40f64,00724105-4ab6-4e0f-abf9-33825f3b2206,42-year-old human stage,normal,Homo sapiens,X,central nervous system macrophage
283d65eb-dd53-496d-adb7-7570c7caa443,d582f63a-3c88-4e38-8cd3-8682dbe40f64,00724105-4ab6-4e0f-abf9-33825f3b2206,50-year-old human stage,normal,Homo sapiens,X,endothelial cell
